"id","name","state","classification","population","created_at","updated_at"
"1011","Obra","Uttar Pradesh","N.P","51,014","2015-03-15 04:06:21.208654","2015-03-15 04:06:21.208654"
"1012","Ongole","Andhra Pradesh","M.Corp.","3,02,643","2015-03-15 04:06:21.220085","2015-03-15 04:06:21.220085"
"1013","\N","\N","\N","\N","2015-03-15 04:06:21.233282","2015-03-15 04:06:21.233282"
"1014","\N","\N","\N","\N","2015-03-15 04:06:21.242179","2015-03-15 04:06:21.242179"
"1015","\N","\N","\N","-2013","2015-03-15 04:06:21.255188","2015-03-15 04:06:21.255188"
"1016","Orai","Uttar Pradesh","M.B","1,39,318","2015-03-15 04:06:21.264358","2015-03-15 04:06:21.264358"
"1017","Osmanabad","Maharashtra","M.Cl","80,625","2015-03-15 04:06:21.275233","2015-03-15 04:06:21.275233"
"1018","Ottappalam","Kerala","M","49,342","2015-03-15 04:06:21.286521","2015-03-15 04:06:21.286521"
"1019","Ozar","Maharashtra","C.T","45,954","2015-03-15 04:06:21.29848","2015-03-15 04:06:21.29848"
"1020","P.N.Patti","Tamil Nadu","T.P","23,331","2015-03-15 04:06:21.309146","2015-03-15 04:06:21.309146"
"1021","Pachora","Maharashtra","M.Cl","45,333","2015-03-15 04:06:21.319712","2015-03-15 04:06:21.319712"
"1022","Pachore","Madhya Pradesh","N.P","20,939","2015-03-15 04:06:21.33044","2015-03-15 04:06:21.33044"
"1023","Pacode","Tamil Nadu","T.P","22,781","2015-03-15 04:06:21.341868","2015-03-15 04:06:21.341868"
"1024","Padmanabhapuram","Tamil Nadu","M","20,075","2015-03-15 04:06:21.352666","2015-03-15 04:06:21.352666"
"1025","Padra","Gujarat","UA","39,205","2015-03-15 04:06:21.366189","2015-03-15 04:06:21.366189"
"1026","Padrauna","Uttar Pradesh","M.B","44,383","2015-03-15 04:06:21.374779","2015-03-15 04:06:21.374779"
"1027","Paithan","Maharashtra","M.Cl","34,518","2015-03-15 04:06:21.386594","2015-03-15 04:06:21.386594"
"1028","Pakaur","Jharkhand","M","36,029","2015-03-15 04:06:21.397297","2015-03-15 04:06:21.397297"
"1029","Palacole","Andhra Pradesh","UA","76,308","2015-03-15 04:06:21.407878","2015-03-15 04:06:21.407878"
"1030","Palai","Kerala","M","22,640","2015-03-15 04:06:21.418987","2015-03-15 04:06:21.418987"
"1031","Palakkad","Kerala","UA","1,97,369","2015-03-15 04:06:21.430489","2015-03-15 04:06:21.430489"
"1032","Palani","Tamil Nadu","M","67,231","2015-03-15 04:06:21.441152","2015-03-15 04:06:21.441152"
"1033","Palanpur","Gujarat","UA","1,22,300","2015-03-15 04:06:21.452212","2015-03-15 04:06:21.452212"
"1034","Palasa Kasibugga","Andhra Pradesh","N.P","49,899","2015-03-15 04:06:21.463875","2015-03-15 04:06:21.463875"
"1035","Palghar","Maharashtra","M.Cl","52,677","2015-03-15 04:06:21.474518","2015-03-15 04:06:21.474518"
"1036","Pali","Rajasthan","M.Cl","1,87,641","2015-03-15 04:06:21.485508","2015-03-15 04:06:21.485508"
"1037","Pali","Madhya Pradesh","N.P","20,942","2015-03-15 04:06:21.497718","2015-03-15 04:06:21.497718"
"1038","Palia Kalan","Uttar Pradesh","M.B","35,029","2015-03-15 04:06:21.507661","2015-03-15 04:06:21.507661"
"1039","Palitana","Gujarat","M","51,944","2015-03-15 04:06:21.518826","2015-03-15 04:06:21.518826"
"1040","Pondur","Andhra pradesh","N.A","3,931","2015-03-15 04:06:21.53023","2015-03-15 04:06:21.53023"
"1041","Palladam","Tamil Nadu","T.P","30,016","2015-03-15 04:06:21.540876","2015-03-15 04:06:21.540876"
"1042","Pallapatti","Tamil Nadu","C.T","24,326","2015-03-15 04:06:21.551946","2015-03-15 04:06:21.551946"
"1043","Pallikonda","Tamil Nadu","T.P","20,771","2015-03-15 04:06:21.563259","2015-03-15 04:06:21.563259"
"1044","Palwal","Haryana","M.Cl","1,00,722","2015-03-15 04:06:21.574053","2015-03-15 04:06:21.574053"
"1045","Palwancha","Andhra Pradesh","M","69,088","2015-03-15 04:06:21.585137","2015-03-15 04:06:21.585137"
"1046","Panagar","Madhya Pradesh","M","25,199","2015-03-15 04:06:21.597396","2015-03-15 04:06:21.597396"
"1047","Panagudi","Tamil Nadu","T.P","25,501","2015-03-15 04:06:21.607092","2015-03-15 04:06:21.607092"
"1048","Panaji*","Goa","UA","99,677","2015-03-15 04:06:21.618907","2015-03-15 04:06:21.618907"
"1049","Panamattom","Kerala","N.A","10,032","2015-03-15 04:06:21.629398","2015-03-15 04:06:21.629398"
"1050","Panchkula","Haryana","E.O","1,40,925","2015-03-15 04:06:21.640389","2015-03-15 04:06:21.640389"
"1051","Panchla","West Bengal","C.T","22,051","2015-03-15 04:06:21.651691","2015-03-15 04:06:21.651691"
"1052","Pandharkaoda","Maharashtra","M.Cl","26,572","2015-03-15 04:06:21.662629","2015-03-15 04:06:21.662629"
"1053","Pandharpur","Maharashtra","M.Cl","91,379","2015-03-15 04:06:21.673605","2015-03-15 04:06:21.673605"
"1054","Pandhurna","Madhya Pradesh","M","40,931","2015-03-15 04:06:21.686442","2015-03-15 04:06:21.686442"
"1055","Pandua","West Bengal","C.T","27,161","2015-03-15 04:06:21.695852","2015-03-15 04:06:21.695852"
"1056","Panipat","Haryana","M.Corp.","3,54,148","2015-03-15 04:06:21.706769","2015-03-15 04:06:21.706769"
"1057","Panna","Madhya Pradesh","UA","52,057","2015-03-15 04:06:21.718108","2015-03-15 04:06:21.718108"
"1058","Panniyannur","Kerala","C.T","20,863","2015-03-15 04:06:21.729209","2015-03-15 04:06:21.729209"
"1059","Panruti","Tamil Nadu","M","55,346","2015-03-15 04:06:21.740247","2015-03-15 04:06:21.740247"
"1060","Panvel","Maharashtra","M.Cl","2,04,336","2015-03-15 04:06:21.751231","2015-03-15 04:06:21.751231"
"1061","Pappinisseri","Kerala","C.T","33,273","2015-03-15 04:06:21.762648","2015-03-15 04:06:21.762648"
"1062","Paradip","Odisha","N.A.C","73,625","2015-03-15 04:06:21.773481","2015-03-15 04:06:21.773481"
"1063","Paramakudi","Tamil Nadu","M","84,321","2015-03-15 04:06:21.784602","2015-03-15 04:06:21.784602"
"1064","Parangipettai","Tamil Nadu","T.P","20,912","2015-03-15 04:06:21.795546","2015-03-15 04:06:21.795546"
"1065","Parasi","Uttar Pradesh","C.T","21,206","2015-03-15 04:06:21.80672","2015-03-15 04:06:21.80672"
"1066","Paravoor","Kerala","M","38,652","2015-03-15 04:06:21.817686","2015-03-15 04:06:21.817686"
"1067","Parbhani","Maharashtra","M.Cl","2,59,329","2015-03-15 04:06:21.828696","2015-03-15 04:06:21.828696"
"1068","Pardi","Gujarat","M","25,275","2015-03-15 04:06:21.839774","2015-03-15 04:06:21.839774"
"1069","Parlakhemundi","Odisha","M","43,097","2015-03-15 04:06:21.851175","2015-03-15 04:06:21.851175"
"1070","Parli","Maharashtra","M.Cl","88,537","2015-03-15 04:06:21.862106","2015-03-15 04:06:21.862106"
"1071","Parola","Maharashtra","M.Cl","34,799","2015-03-15 04:06:21.872994","2015-03-15 04:06:21.872994"
"1072","Partur","Maharashtra","M.Cl","29,012","2015-03-15 04:06:21.884083","2015-03-15 04:06:21.884083"
"1073","Parvathipuram","Andhra Pradesh","M","49,714","2015-03-15 04:06:21.895215","2015-03-15 04:06:21.895215"
"1074","Pasan","Madhya Pradesh","M","29,565","2015-03-15 04:06:21.906244","2015-03-15 04:06:21.906244"
"1075","Paschim Punropara","West Bengal","C.T","31,198","2015-03-15 04:06:21.91735","2015-03-15 04:06:21.91735"
"1076","Pasighat","Arunachal Pradesh","C.T","21,965","2015-03-15 04:06:21.928387","2015-03-15 04:06:21.928387"
"1077","Patan","Gujarat","UA","1,13,749","2015-03-15 04:06:21.939264","2015-03-15 04:06:21.939264"
"1078","Pathanamthitta","Kerala","M","38,009","2015-03-15 04:06:21.950537","2015-03-15 04:06:21.950537"
"1079","Pathankot","Punjab","UA","1,68,485","2015-03-15 04:06:21.961706","2015-03-15 04:06:21.961706"
"1080","Pathardi","Maharashtra","M.Cl","22,827","2015-03-15 04:06:21.972748","2015-03-15 04:06:21.972748"
"1081","Pathri","Maharashtra","M.Cl","32,001","2015-03-15 04:06:21.984449","2015-03-15 04:06:21.984449"
"1082","Patiala","Punjab","M.Corp.","6,44,710","2015-03-15 04:06:21.994903","2015-03-15 04:06:21.994903"
"1083","Patna*","Bihar","M.Corp.","16,97,976","2015-03-15 04:06:22.005919","2015-03-15 04:06:22.005919"
"1084","Patran","Punjab","N.P","22,175","2015-03-15 04:06:22.018059","2015-03-15 04:06:22.018059"
"1085","Patratu","Jharkhand","C.T","32,134","2015-03-15 04:06:22.028042","2015-03-15 04:06:22.028042"
"1086","Pattamundai","Odisha","N.A.C","32,730","2015-03-15 04:06:22.039093","2015-03-15 04:06:22.039093"
"1087","Patti","Punjab","M.Cl","34,444","2015-03-15 04:06:22.050193","2015-03-15 04:06:22.050193"
"1088","Pattukkottai","Tamil Nadu","M","65,533","2015-03-15 04:06:22.061168","2015-03-15 04:06:22.061168"
"1089","Patur","Maharashtra","M.Cl","20,538","2015-03-15 04:06:22.072291","2015-03-15 04:06:22.072291"
"1090","Pauni","Maharashtra","M.Cl","22,587","2015-03-15 04:06:22.083389","2015-03-15 04:06:22.083389"
"1091","Pauri","Uttarakhand","M.B","24,743","2015-03-15 04:06:22.094525","2015-03-15 04:06:22.094525"
"1092","Paavagada","Karnataka","T.P","28,068","2015-03-15 04:06:22.106093","2015-03-15 04:06:22.106093"
"1093","Pedana","Andhra Pradesh","N.P","29,613","2015-03-15 04:06:22.11655","2015-03-15 04:06:22.11655"
"1094","Peddapuram","Andhra Pradesh","M","45,520","2015-03-15 04:06:22.1277","2015-03-15 04:06:22.1277"
"1095","Pehowa","Haryana","M.C","33,564","2015-03-15 04:06:22.139622","2015-03-15 04:06:22.139622"
"1096","Pen","Maharashtra","M.Cl","30,201","2015-03-15 04:06:22.149802","2015-03-15 04:06:22.149802"
"1097","Penuganchiprolu","Andhra Pradesh","G.P","25,000","2015-03-15 04:06:22.16099","2015-03-15 04:06:22.16099"
"1098","Perambalur","Tamil Nadu","T.P","37,631","2015-03-15 04:06:22.171925","2015-03-15 04:06:22.171925"
"1099","Peravurani","Tamil Nadu","T.P","21,045","2015-03-15 04:06:22.182967","2015-03-15 04:06:22.182967"
"1100","Peringathur","Kerala","C.T","37,699","2015-03-15 04:06:22.194158","2015-03-15 04:06:22.194158"
"1101","Perinthalmanna","Kerala","M","44,612","2015-03-15 04:06:22.20515","2015-03-15 04:06:22.20515"
"1102","Periyakulam","Tamil Nadu","M","42,012","2015-03-15 04:06:22.216209","2015-03-15 04:06:22.216209"
"1103","Periyasemur","Tamil Nadu","T.P","32,024","2015-03-15 04:06:22.228057","2015-03-15 04:06:22.228057"
"1104","Pernampattu","Tamil Nadu","T.P","41,499","2015-03-15 04:06:22.238404","2015-03-15 04:06:22.238404"
"1105","Perumbavoor","Kerala","M","26,547","2015-03-15 04:06:22.249427","2015-03-15 04:06:22.249427"
"1106","Petlad","Gujarat","M","51,147","2015-03-15 04:06:22.261847","2015-03-15 04:06:22.261847"
"1107","Phagwara","Punjab","UA","1,02,253","2015-03-15 04:06:22.271681","2015-03-15 04:06:22.271681"
"1108","Phalodi","Rajasthan","UA","44,868","2015-03-15 04:06:22.282716","2015-03-15 04:06:22.282716"
"1109","Phaltan","Maharashtra","M.Cl","50,800","2015-03-15 04:06:22.294039","2015-03-15 04:06:22.294039"
"1110","Phillaur","Punjab","M.Cl","22,302","2015-03-15 04:06:22.304903","2015-03-15 04:06:22.304903"
"1111","Phulabani","Odisha","N.A.C","33,890","2015-03-15 04:06:22.315899","2015-03-15 04:06:22.315899"
"1112","Phulera","Rajasthan","M","21,643","2015-03-15 04:06:22.327291","2015-03-15 04:06:22.327291"
"1113","Phulpur","Uttar Pradesh","N.P","20,986","2015-03-15 04:06:22.338018","2015-03-15 04:06:22.338018"
"1114","Phusro","Jharkhand","UA","1,74,402","2015-03-15 04:06:22.349722","2015-03-15 04:06:22.349722"
"1115","Pihani","Uttar Pradesh","M.B","27,545","2015-03-15 04:06:22.360454","2015-03-15 04:06:22.360454"
"1116","Pilani","Rajasthan","UA","40,590","2015-03-15 04:06:22.371206","2015-03-15 04:06:22.371206"
"1117","Pilibanga","Rajasthan","M","33,608","2015-03-15 04:06:22.383323","2015-03-15 04:06:22.383323"
"1118","Pilibhit","Uttar Pradesh","M.B","1,24,245","2015-03-15 04:06:22.393799","2015-03-15 04:06:22.393799"
"1119","Pilkhuwa","Uttar Pradesh","M.B","66,907","2015-03-15 04:06:22.40443","2015-03-15 04:06:22.40443"
"1120","Pindwara","Rajasthan","M","20,765","2015-03-15 04:06:22.415466","2015-03-15 04:06:22.415466"
"1121","Pinjore","Haryana","UA","29,609","2015-03-15 04:06:22.42681","2015-03-15 04:06:22.42681"
"1122","Pipar City","Rajasthan","M","32,735","2015-03-15 04:06:22.437676","2015-03-15 04:06:22.437676"
"1123","Pipariya","Madhya Pradesh","UA","44,378","2015-03-15 04:06:22.448685","2015-03-15 04:06:22.448685"
"1124","Piro","Bihar","N.A","25,811","2015-03-15 04:06:22.46005","2015-03-15 04:06:22.46005"
"1125","Pithampur","Madhya Pradesh","N.P","68,080","2015-03-15 04:06:22.471493","2015-03-15 04:06:22.471493"
"1126","Pithapuram","Andhra Pradesh","M","50,103","2015-03-15 04:06:22.481953","2015-03-15 04:06:22.481953"
"1127","Pithoragarh","Uttarakhand","M.B","44,964","2015-03-15 04:06:22.493231","2015-03-15 04:06:22.493231"
"1128","Pollachi","Tamil Nadu","UA","1,28,458","2015-03-15 04:06:22.653076","2015-03-15 04:06:22.653076"
"1129","Polur","Tamil Nadu","T.P","25,505","2015-03-15 04:06:22.670132","2015-03-15 04:06:22.670132"
"1130","Pondicherry*","Puducherry","UA","5,05,959","2015-03-15 04:06:22.681837","2015-03-15 04:06:22.681837"
"1131","Ponkunnam","Kerala","S.T.C","26,121","2015-03-15 04:06:22.692268","2015-03-15 04:06:22.692268"
"1132","Ponnani","Kerala","M","87,495","2015-03-15 04:06:22.703383","2015-03-15 04:06:22.703383"
"1133","Ponneri","Tamil Nadu","T.P","24,309","2015-03-15 04:06:22.714735","2015-03-15 04:06:22.714735"
"1134","Ponnur","Andhra Pradesh","M","57,640","2015-03-15 04:06:22.725481","2015-03-15 04:06:22.725481"
"1135","Porbandar","Gujarat","UA","1,97,382","2015-03-15 04:06:22.73643","2015-03-15 04:06:22.73643"
"1136","Porsa","Madhya Pradesh","M","33,103","2015-03-15 04:06:22.748672","2015-03-15 04:06:22.748672"
"1137","Port Blair*","Andaman and Nicobar Islands","M.Cl","99,984","2015-03-15 04:06:22.758714","2015-03-15 04:06:22.758714"
"1138","Powayan","Uttar Pradesh","N.P","23,406","2015-03-15 04:06:22.769735","2015-03-15 04:06:22.769735"
"1139","Prantij","Rajasthan","M","22,282","2015-03-15 04:06:22.780851","2015-03-15 04:06:22.780851"
"1140","Pratapgarh","Rajasthan","M","35,422","2015-03-15 04:06:22.791726","2015-03-15 04:06:22.791726"
"1141","Pratapgarh","Tripura","C.T","26,837","2015-03-15 04:06:22.8029","2015-03-15 04:06:22.8029"
"1142","Prithvipur","Madhya Pradesh","N.P","22,535","2015-03-15 04:06:22.814113","2015-03-15 04:06:22.814113"
"1143","Proddatur","Andhra Pradesh","M","1,50,309","2015-03-15 04:06:22.825223","2015-03-15 04:06:22.825223"
"1144","Pudukkottai","Tamil Nadu","M","1,09,217","2015-03-15 04:06:22.836403","2015-03-15 04:06:22.836403"
"1145","Pudupattinam","Tamil Nadu","C.T","20,901","2015-03-15 04:06:22.847315","2015-03-15 04:06:22.847315"
"1146","Pukhrayan","Uttar Pradesh","M.B","20,107","2015-03-15 04:06:22.858361","2015-03-15 04:06:22.858361"
"1147","Pulgaon","Maharashtra","M.Cl","36,522","2015-03-15 04:06:22.869551","2015-03-15 04:06:22.869551"
"1148","Puliyankudi","Tamil Nadu","M","60,080","2015-03-15 04:06:22.880503","2015-03-15 04:06:22.880503"
"1149","Punalur","Kerala","M","47,235","2015-03-15 04:06:22.891594","2015-03-15 04:06:22.891594"
"1150","Punch","Jammu and Kashmir","M.B","(2011)40,987","2015-03-15 04:06:22.902639","2015-03-15 04:06:22.902639"
"1151","Pune","Maharashtra","UA","37,60,636","2015-03-15 04:06:22.913793","2015-03-15 04:06:22.913793"
"1152","Punjaipugalur","Tamil Nadu","T.P","20,309","2015-03-15 04:06:22.92483","2015-03-15 04:06:22.92483"
"1153","Punganur","Andhra Pradesh","N.P","44,314","2015-03-15 04:06:22.935934","2015-03-15 04:06:22.935934"
"1154","Puranpur","Uttar Pradesh","M.B","37,233","2015-03-15 04:06:22.946841","2015-03-15 04:06:22.946841"
"1155","Purna","Maharashtra","M.Cl","33,225","2015-03-15 04:06:22.958416","2015-03-15 04:06:22.958416"
"1156","Puri","Odisha","M","1,57,837","2015-03-15 04:06:22.969071","2015-03-15 04:06:22.969071"
"1157","Purnia","Bihar","M.Corp.","1,97,211","2015-03-15 04:06:22.980134","2015-03-15 04:06:22.980134"
"1158","Purquazi","Uttar Pradesh","UA","23,599","2015-03-15 04:06:22.991348","2015-03-15 04:06:22.991348"
"1159","Purulia","West Bengal","M","1,13,806","2015-03-15 04:06:23.002689","2015-03-15 04:06:23.002689"
"1160","Purwa","Uttar Pradesh","N.P","21,271","2015-03-15 04:06:23.01333","2015-03-15 04:06:23.01333"
"1161","Pusad","Maharashtra","M.Cl","67,116","2015-03-15 04:06:23.024347","2015-03-15 04:06:23.024347"
"1162","Puthooru","Karnataka","T.M.C","48,070","2015-03-15 04:06:23.035386","2015-03-15 04:06:23.035386"
"1163","Puthuppally","Kerala","M","18,850","2015-03-15 04:06:23.046586","2015-03-15 04:06:23.046586"
"1164","Puttur","Andhra Pradesh","C.T","29,436","2015-03-15 04:06:23.057702","2015-03-15 04:06:23.057702"
"1165","Qadian","Punjab","UA","22,001","2015-03-15 04:06:23.06869","2015-03-15 04:06:23.06869"
"1166","Quilandy","Kerala","M","68,982","2015-03-15 04:06:23.0804","2015-03-15 04:06:23.0804"
"1167","Rabakavi Banahatti","Karnataka","CMC","70,248","2015-03-15 04:06:23.090778","2015-03-15 04:06:23.090778"
"1168","Radhanpur","Gujarat","M","32,191","2015-03-15 04:06:23.101958","2015-03-15 04:06:23.101958"
"1169","Rae Bareli","Uttar Pradesh","M.B","1,69,333","2015-03-15 04:06:23.113104","2015-03-15 04:06:23.113104"
"1170","Rafiganj","Bihar","N.A","24,992","2015-03-15 04:06:23.124122","2015-03-15 04:06:23.124122"
"1171","Raghogarh-Vijaypur","Madhya Pradesh","M","49,173","2015-03-15 04:06:23.135187","2015-03-15 04:06:23.135187"
"1172","Raghunathpur","West Bengal","M","21,932","2015-03-15 04:06:23.146575","2015-03-15 04:06:23.146575"
"1173","Raghunathganj","West Bengal","M","3,46,854","2015-03-15 04:06:23.157306","2015-03-15 04:06:23.157306"
"1174","Rahatgarh","Madhya Pradesh","N.P","25,215","2015-03-15 04:06:23.168426","2015-03-15 04:06:23.168426"
"1175","Raichuri","Maharashtra","M.Cl","34,476","2015-03-15 04:06:23.179948","2015-03-15 04:06:23.179948"
"1176","Raayachuru","Karnataka","CMC","2,07,421","2015-03-15 04:06:23.190419","2015-03-15 04:06:23.190419"
"1177","Raiganj","West Bengal","UA","1,75,047","2015-03-15 04:06:23.201521","2015-03-15 04:06:23.201521"
"1178","Raigarh","Chhattisgarh","UA","1,15,908","2015-03-15 04:06:23.212623","2015-03-15 04:06:23.212623"
"1179","Ranipet","Tamil Nadu","UA","2,62,346","2015-03-15 04:06:23.223677","2015-03-15 04:06:23.223677"
"1180","Raikot","Punjab","M.Cl","24,769","2015-03-15 04:06:23.234831","2015-03-15 04:06:23.234831"
"1181","Raipur*","Chhattisgarh","UA","7,00,113","2015-03-15 04:06:23.245881","2015-03-15 04:06:23.245881"
"1182","Rairangpur","Odisha","N.A.C","21,896","2015-03-15 04:06:23.256933","2015-03-15 04:06:23.256933"
"1183","Raisen","Madhya Pradesh","M","35,702","2015-03-15 04:06:23.26806","2015-03-15 04:06:23.26806"
"1184","Raisinghnagar","Rajasthan","M","27,736","2015-03-15 04:06:23.279148","2015-03-15 04:06:23.279148"
"1185","Rajagangapur","Odisha","M","43,594","2015-03-15 04:06:23.289989","2015-03-15 04:06:23.289989"
"1186","Rajahmundry","Andhra Pradesh","UA","4,13,616","2015-03-15 04:06:23.301245","2015-03-15 04:06:23.301245"
"1187","Rajakhera","Rajasthan","M","28,349","2015-03-15 04:06:23.312358","2015-03-15 04:06:23.312358"
"1188","Rajaldesar","Rajasthan","M","22,836","2015-03-15 04:06:23.323864","2015-03-15 04:06:23.323864"
"1189","Rajam","Andhra Pradesh","C.T","23,424","2015-03-15 04:06:23.334447","2015-03-15 04:06:23.334447"
"1190","Rajampet","Andhra Pradesh","M","1,09,575","2015-03-15 04:06:23.345524","2015-03-15 04:06:23.345524"
"1191","Rajapalayam","Tamil Nadu","M","1,22,307","2015-03-15 04:06:23.357579","2015-03-15 04:06:23.357579"
"1192","Rajauri","Jammu and Kashmir","N.A.C","(2011) /41,552","2015-03-15 04:06:23.367629","2015-03-15 04:06:23.367629"
"1193","Rajgarh (Alwar)","Rajasthan","M","25,009","2015-03-15 04:06:23.378716","2015-03-15 04:06:23.378716"
"1194","Rajgarh (Churu)","Rajasthan","UA","51,640","2015-03-15 04:06:23.389773","2015-03-15 04:06:23.389773"
"1195","Rajgarh","Madhya Pradesh","N.P","23,937","2015-03-15 04:06:23.400841","2015-03-15 04:06:23.400841"
"1196","Rajgir","Bihar","N.A","33,738","2015-03-15 04:06:23.411922","2015-03-15 04:06:23.411922"
"1197","Rajkot","Gujarat","UA","1,606,745(2012)","2015-03-15 04:06:23.423","2015-03-15 04:06:23.423"
"1198","Rajnandgaon","Chhattisgarh","M.Corp.","1,43,770","2015-03-15 04:06:23.434122","2015-03-15 04:06:23.434122"
"1199","Rajpipla","Gujarat","M","34,923","2015-03-15 04:06:23.445458","2015-03-15 04:06:23.445458"
"1200","Rajpura","Punjab","M.Cl","82,956","2015-03-15 04:06:23.456218","2015-03-15 04:06:23.456218"
"1201","Rajsamand","Rajasthan","M","55,687","2015-03-15 04:06:23.467284","2015-03-15 04:06:23.467284"
"1202","Rajula","Gujarat","M","32,395","2015-03-15 04:06:23.479103","2015-03-15 04:06:23.479103"
"1203","Rajura","Maharashtra","M.Cl","25,843","2015-03-15 04:06:23.489497","2015-03-15 04:06:23.489497"
"1204","Ramachandrapuram","Andhra Pradesh","M","41,370","2015-03-15 04:06:23.50054","2015-03-15 04:06:23.50054"
"1205","Ramagundam","Andhra Pradesh","UA","2,37,686","2015-03-15 04:06:23.511634","2015-03-15 04:06:23.511634"
"1206","Raamanagara","Karnataka","CMC","79,394","2015-03-15 04:06:23.522709","2015-03-15 04:06:23.522709"
"1207","Ramanathapuram","Tamil Nadu","M","62,050","2015-03-15 04:06:23.533596","2015-03-15 04:06:23.533596"
"1208","Raamadurga","Karnataka","UA","36,649","2015-03-15 04:06:23.544884","2015-03-15 04:06:23.544884"
"1209","Rameshwaram","Tamil Nadu","T.P","37,968","2015-03-15 04:06:23.555917","2015-03-15 04:06:23.555917"
"1210","Ramganj Mandi","Rajasthan","M","30,973","2015-03-15 04:06:23.567182","2015-03-15 04:06:23.567182"
"1211","Ramngarh","Jharkhand","UA","1,10,496","2015-03-15 04:06:23.578128","2015-03-15 04:06:23.578128"
"1212","Ramngarh","Rajasthan","M","28,458","2015-03-15 04:06:23.588918","2015-03-15 04:06:23.588918"
"1213","Ramnagar","Bihar","N.A","38,554","2015-03-15 04:06:23.60029","2015-03-15 04:06:23.60029"
"1214","Ramnagar","Uttarakhand","M.B","46,205","2015-03-15 04:06:23.61124","2015-03-15 04:06:23.61124"
"1215","Rampur","Uttar Pradesh","M.B","2,81,494","2015-03-15 04:06:23.622272","2015-03-15 04:06:23.622272"
"1216","Rampur Maniharan","Uttar Pradesh","N.P","24,844","2015-03-15 04:06:23.633352","2015-03-15 04:06:23.633352"
"1217","Rampur Maniharan","Uttar Pradesh","N.P","24,844","2015-03-15 04:06:23.644467","2015-03-15 04:06:23.644467"
"1218","Rampura Phul","Punjab","UA","44,665","2015-03-15 04:06:23.655506","2015-03-15 04:06:23.655506"
"1219","Rampurhat","West Bengal","M","50,613","2015-03-15 04:06:23.666551","2015-03-15 04:06:23.666551"
"1220","Ramtek","Maharashtra","M.Cl","22,516","2015-03-15 04:06:23.677854","2015-03-15 04:06:23.677854"
"1221","Ranaghat","West Bengal","UA","1,45,285","2015-03-15 04:06:23.688812","2015-03-15 04:06:23.688812"
"1222","Ranavav","Gujarat","UA","29,645","2015-03-15 04:06:23.69982","2015-03-15 04:06:23.69982"
"1223","Ranchi*","Jharkhand","UA","8,63,495","2015-03-15 04:06:23.710965","2015-03-15 04:06:23.710965"
"1224","Rangia","Assam","M.B","25,151","2015-03-15 04:06:23.722464","2015-03-15 04:06:23.722464"
"1225","Rania","Haryana","M.C","20,961","2015-03-15 04:06:23.73303","2015-03-15 04:06:23.73303"
"1226","Ranibennur","Karnataka","CMC","89,618","2015-03-15 04:06:23.744175","2015-03-15 04:06:23.744175"
"1227","Rapar","Gujarat","M","23,057","2015-03-15 04:06:23.755139","2015-03-15 04:06:23.755139"
"1228","Rasipuram","Tamil Nadu","M","46,330","2015-03-15 04:06:23.766214","2015-03-15 04:06:23.766214"
"1229","Rasra","Uttar Pradesh","M.B","29,238","2015-03-15 04:06:23.777412","2015-03-15 04:06:23.777412"
"1230","Ratangarh","Rajasthan","M","63,486","2015-03-15 04:06:23.788378","2015-03-15 04:06:23.788378"
"1231","Rath","Uttar Pradesh","M.B","55,950","2015-03-15 04:06:23.79935","2015-03-15 04:06:23.79935"
"1232","Ratia","Haryana","M.C","23,826","2015-03-15 04:06:23.810844","2015-03-15 04:06:23.810844"
"1233","Ratlam","Madhya Pradesh","UA","14,54,483 (2011)","2015-03-15 04:06:23.821566","2015-03-15 04:06:23.821566"
"1234","Ratnagiri","Maharashtra","M.Cl","70,383","2015-03-15 04:06:23.832609","2015-03-15 04:06:23.832609"
"1235","Rau","Madhya Pradesh","N.P","20,855","2015-03-15 04:06:23.844954","2015-03-15 04:06:23.844954"
"1236","Raurkela","Odisha","UA","4,84,874","2015-03-15 04:06:23.85491","2015-03-15 04:06:23.85491"
"1237","Raver","Maharashtra","M.Cl","25,993","2015-03-15 04:06:23.865966","2015-03-15 04:06:23.865966"
"1238","Rawatbhata","Rajasthan","M","34,690","2015-03-15 04:06:23.910318","2015-03-15 04:06:23.910318"
"1239","Rawatsar","Rajasthan","M","28,387","2015-03-15 04:06:23.921312","2015-03-15 04:06:23.921312"
"1240","Raxaul Bazar","Bihar","M","41,610","2015-03-15 04:06:23.932326","2015-03-15 04:06:23.932326"
"1241","Rayachoti","Andhra Pradesh","C.T","72,297","2015-03-15 04:06:23.9439","2015-03-15 04:06:23.9439"
"1242","Rayadurg","Andhra Pradesh","M","54,125","2015-03-15 04:06:23.954477","2015-03-15 04:06:23.954477"
"1243","Rayagada","Odisha","M","57,759","2015-03-15 04:06:23.965328","2015-03-15 04:06:23.965328"
"1244","Reengus","Rajasthan","M","22,932","2015-03-15 04:06:23.976958","2015-03-15 04:06:23.976958"
"1245","Rehli","Madhya Pradesh","M","25,890","2015-03-15 04:06:23.987512","2015-03-15 04:06:23.987512"
"1246","Renigunta","Andhra Pradesh","C.T","23,862","2015-03-15 04:06:23.998739","2015-03-15 04:06:23.998739"
"1247","Renukoot","Uttar Pradesh","UA","66,597","2015-03-15 04:06:24.010126","2015-03-15 04:06:24.010126"
